
4311744512 bytes (4.3 GB, 4.0 GiB) copied, 337 s, 12.8 MB/s
4328521728 bytes (4.3 GB, 4.0 GiB) copied, 338 s, 12.8 MB/s
4345298944 bytes (4.3 GB, 4.0 GiB) copied, 339 s, 12.8 MB/s
4362076160 bytes (4.4 GB, 4.1 GiB) copied, 340 s, 12.8 MB/s
4378853376 bytes (4.4 GB, 4.1 GiB) copied, 341 s, 12.8 MB/s
4395630592 bytes (4.4 GB, 4.1 GiB) copied, 342 s, 12.8 MB/s
4412407808 bytes (4.4 GB, 4.1 GiB) copied, 344 s, 12.8 MB/s
4420796416 bytes (4.4 GB, 4.1 GiB) copied, 344 s, 12.8 MB/s
4437573632 bytes (4.4 GB, 4.1 GiB) copied, 345 s, 12.9 MB/s
4454350848 bytes (4.5 GB, 4.1 GiB) copied, 346 s, 12.9 MB/s
4471128064 bytes (4.5 GB, 4.2 GiB) copied, 347 s, 12.9 MB/s
4487905280 bytes (4.5 GB, 4.2 GiB) copied, 348 s, 12.9 MB/s
4504682496 bytes (4.5 GB, 4.2 GiB) copied, 349 s, 12.9 MB/s
4521459712 bytes (4.5 GB, 4.2 GiB) copied, 350 s, 12.9 MB/s
4538236928 bytes (4.5 GB, 4.2 GiB) copied, 351 s, 12.9 MB/s
4555014144 bytes (4.6 GB, 4.2 GiB) copied, 352 s, 12.9 MB/s
4571791360 bytes (4.6 GB, 4.3 GiB) copied, 354 s, 12.9 MB/s
4580179968 bytes (4.6 GB, 4.3 GiB) copied, 354 s, 12.9 MB/s
4596957184 bytes (4.6 GB, 4.3 GiB) copied, 355 s, 12.9 MB/s
4613734400 bytes (4.6 GB, 4.3 GiB) copied, 356 s, 12.9 MB/s
4630511616 bytes (4.6 GB, 4.3 GiB) copied, 357 s, 13.0 MB/s
4647288832 bytes (4.6 GB, 4.3 GiB) copied, 358 s, 13.0 MB/s
4664066048 bytes (4.7 GB, 4.3 GiB) copied, 359 s, 13.0 MB/s
4680843264 bytes (4.7 GB, 4.4 GiB) copied, 360 s, 13.0 MB/s
4697620480 bytes (4.7 GB, 4.4 GiB) copied, 361 s, 13.0 MB/s
4714397696 bytes (4.7 GB, 4.4 GiB) copied, 362 s, 13.0 MB/s
4731174912 bytes (4.7 GB, 4.4 GiB) copied, 363 s, 13.0 MB/s
4739563520 bytes (4.7 GB, 4.4 GiB) copied, 364 s, 13.0 MB/s
4756340736 bytes (4.8 GB, 4.4 GiB) copied, 365 s, 13.0 MB/s
4773117952 bytes (4.8 GB, 4.4 GiB) copied, 366 s, 13.0 MB/s
4789895168 bytes (4.8 GB, 4.5 GiB) copied, 367 s, 13.0 MB/s
4806672384 bytes (4.8 GB, 4.5 GiB) copied, 368 s, 13.0 MB/s
4823449600 bytes (4.8 GB, 4.5 GiB) copied, 369 s, 13.1 MB/s
4840226816 bytes (4.8 GB, 4.5 GiB) copied, 370 s, 13.1 MB/s
4857004032 bytes (4.9 GB, 4.5 GiB) copied, 371 s, 13.1 MB/s
4873781248 bytes (4.9 GB, 4.5 GiB) copied, 372 s, 13.1 MB/s
4890558464 bytes (4.9 GB, 4.6 GiB) copied, 373 s, 13.1 MB/s
4907335680 bytes (4.9 GB, 4.6 GiB) copied, 374 s, 13.1 MB/s
4924112896 bytes (4.9 GB, 4.6 GiB) copied, 375 s, 13.1 MB/s
4940890112 bytes (4.9 GB, 4.6 GiB) copied, 376 s, 13.1 MB/s
4957667328 bytes (5.0 GB, 4.6 GiB) copied, 377 s, 13.1 MB/s
4974444544 bytes (5.0 GB, 4.6 GiB) copied, 378 s, 13.2 MB/s
4991221760 bytes (5.0 GB, 4.6 GiB) copied, 379 s, 13.2 MB/s
5016387584 bytes (5.0 GB, 4.7 GiB) copied, 380 s, 13.2 MB/s
5033164800 bytes (5.0 GB, 4.7 GiB) copied, 381 s, 13.2 MB/s
5049942016 bytes (5.0 GB, 4.7 GiB) copied, 382 s, 13.2 MB/s
5058330624 bytes (5.1 GB, 4.7 GiB) copied, 383 s, 13.2 MB/s
5083496448 bytes (5.1 GB, 4.7 GiB) copied, 384 s, 13.2 MB/s
5100273664 bytes (5.1 GB, 4.8 GiB) copied, 385 s, 13.2 MB/s
5117050880 bytes (5.1 GB, 4.8 GiB) copied, 387 s, 13.2 MB/s
5125439488 bytes (5.1 GB, 4.8 GiB) copied, 387 s, 13.2 MB/s
5150605312 bytes (5.2 GB, 4.8 GiB) copied, 388 s, 13.3 MB/s
5167382528 bytes (5.2 GB, 4.8 GiB) copied, 389 s, 13.3 MB/s
5184159744 bytes (5.2 GB, 4.8 GiB) copied, 390 s, 13.3 MB/s
5200936960 bytes (5.2 GB, 4.8 GiB) copied, 391 s, 13.3 MB/s
5217714176 bytes (5.2 GB, 4.9 GiB) copied, 392 s, 13.3 MB/s
5226102784 bytes (5.2 GB, 4.9 GiB) copied, 393 s, 13.3 MB/s
5242880000 bytes (5.2 GB, 4.9 GiB) copied, 394 s, 13.3 MB/s
5259657216 bytes (5.3 GB, 4.9 GiB) copied, 395 s, 13.3 MB/s
5276434432 bytes (5.3 GB, 4.9 GiB) copied, 396 s, 13.3 MB/s
5284823040 bytes (5.3 GB, 4.9 GiB) copied, 397 s, 13.3 MB/s
5293211648 bytes (5.3 GB, 4.9 GiB) copied, 398 s, 13.3 MB/s
5309988864 bytes (5.3 GB, 4.9 GiB) copied, 399 s, 13.3 MB/s
5326766080 bytes (5.3 GB, 5.0 GiB) copied, 400 s, 13.3 MB/s
5343543296 bytes (5.3 GB, 5.0 GiB) copied, 401 s, 13.3 MB/s
5360320512 bytes (5.4 GB, 5.0 GiB) copied, 402 s, 13.3 MB/s
5368709120 bytes (5.4 GB, 5.0 GiB) copied, 403 s, 13.3 MB/s
5385486336 bytes (5.4 GB, 5.0 GiB) copied, 405 s, 13.3 MB/s
5393874944 bytes (5.4 GB, 5.0 GiB) copied, 406 s, 13.3 MB/s
5402263552 bytes (5.4 GB, 5.0 GiB) copied, 406 s, 13.3 MB/s
5419040768 bytes (5.4 GB, 5.0 GiB) copied, 407 s, 13.3 MB/s
5435817984 bytes (5.4 GB, 5.1 GiB) copied, 409 s, 13.3 MB/s
5444206592 bytes (5.4 GB, 5.1 GiB) copied, 409 s, 13.3 MB/s
5452595200 bytes (5.5 GB, 5.1 GiB) copied, 410 s, 13.3 MB/s
5460983808 bytes (5.5 GB, 5.1 GiB) copied, 411 s, 13.3 MB/s
5469372416 bytes (5.5 GB, 5.1 GiB) copied, 412 s, 13.3 MB/s
5486149632 bytes (5.5 GB, 5.1 GiB) copied, 414 s, 13.3 MB/s
5494538240 bytes (5.5 GB, 5.1 GiB) copied, 414 s, 13.3 MB/s
5502926848 bytes (5.5 GB, 5.1 GiB) copied, 415 s, 13.2 MB/s
5511315456 bytes (5.5 GB, 5.1 GiB) copied, 416 s, 13.2 MB/s
5519704064 bytes (5.5 GB, 5.1 GiB) copied, 417 s, 13.2 MB/s
5536481280 bytes (5.5 GB, 5.2 GiB) copied, 418 s, 13.2 MB/s
5544869888 bytes (5.5 GB, 5.2 GiB) copied, 419 s, 13.2 MB/s
5561647104 bytes (5.6 GB, 5.2 GiB) copied, 421 s, 13.2 MB/s
5570035712 bytes (5.6 GB, 5.2 GiB) copied, 422 s, 13.2 MB/s
5578424320 bytes (5.6 GB, 5.2 GiB) copied, 422 s, 13.2 MB/s
5586812928 bytes (5.6 GB, 5.2 GiB) copied, 423 s, 13.2 MB/s
5595201536 bytes (5.6 GB, 5.2 GiB) copied, 424 s, 13.2 MB/s
5603590144 bytes (5.6 GB, 5.2 GiB) copied, 425 s, 13.2 MB/s
5620367360 bytes (5.6 GB, 5.2 GiB) copied, 427 s, 13.2 MB/s
5628755968 bytes (5.6 GB, 5.2 GiB) copied, 428 s, 13.2 MB/s
5637144576 bytes (5.6 GB, 5.2 GiB) copied, 429 s, 13.2 MB/s
5645533184 bytes (5.6 GB, 5.3 GiB) copied, 429 s, 13.1 MB/s
5653921792 bytes (5.7 GB, 5.3 GiB) copied, 430 s, 13.1 MB/s
5662310400 bytes (5.7 GB, 5.3 GiB) copied, 431 s, 13.1 MB/s
5670699008 bytes (5.7 GB, 5.3 GiB) copied, 432 s, 13.1 MB/s
5687476224 bytes (5.7 GB, 5.3 GiB) copied, 434 s, 13.1 MB/s
5695864832 bytes (5.7 GB, 5.3 GiB) copied, 435 s, 13.1 MB/s
5704253440 bytes (5.7 GB, 5.3 GiB) copied, 436 s, 13.1 MB/s
5712642048 bytes (5.7 GB, 5.3 GiB) copied, 436 s, 13.1 MB/s
5721030656 bytes (5.7 GB, 5.3 GiB) copied, 437 s, 13.1 MB/s
5729419264 bytes (5.7 GB, 5.3 GiB) copied, 438 s, 13.1 MB/s
5737807872 bytes (5.7 GB, 5.3 GiB) copied, 439 s, 13.1 MB/s
5754585088 bytes (5.8 GB, 5.4 GiB) copied, 441 s, 13.1 MB/s
5762973696 bytes (5.8 GB, 5.4 GiB) copied, 442 s, 13.0 MB/s
5771362304 bytes (5.8 GB, 5.4 GiB) copied, 443 s, 13.0 MB/s
5779750912 bytes (5.8 GB, 5.4 GiB) copied, 444 s, 13.0 MB/s
5788139520 bytes (5.8 GB, 5.4 GiB) copied, 445 s, 13.0 MB/s
5796528128 bytes (5.8 GB, 5.4 GiB) copied, 445 s, 13.0 MB/s
5804916736 bytes (5.8 GB, 5.4 GiB) copied, 446 s, 13.0 MB/s
5813305344 bytes (5.8 GB, 5.4 GiB) copied, 447 s, 13.0 MB/s
5821693952 bytes (5.8 GB, 5.4 GiB) copied, 448 s, 13.0 MB/s
5830082560 bytes (5.8 GB, 5.4 GiB) copied, 449 s, 13.0 MB/s
5846859776 bytes (5.8 GB, 5.4 GiB) copied, 451 s, 13.0 MB/s
5855248384 bytes (5.9 GB, 5.5 GiB) copied, 452 s, 13.0 MB/s
5863636992 bytes (5.9 GB, 5.5 GiB) copied, 453 s, 13.0 MB/s
5872025600 bytes (5.9 GB, 5.5 GiB) copied, 453 s, 13.0 MB/s
5880414208 bytes (5.9 GB, 5.5 GiB) copied, 454 s, 12.9 MB/s
5888802816 bytes (5.9 GB, 5.5 GiB) copied, 455 s, 12.9 MB/s
5905580032 bytes (5.9 GB, 5.5 GiB) copied, 457 s, 12.9 MB/s
5913968640 bytes (5.9 GB, 5.5 GiB) copied, 458 s, 12.9 MB/s
5922357248 bytes (5.9 GB, 5.5 GiB) copied, 458 s, 12.9 MB/s
5930745856 bytes (5.9 GB, 5.5 GiB) copied, 459 s, 12.9 MB/s
5939134464 bytes (5.9 GB, 5.5 GiB) copied, 460 s, 12.9 MB/s
5947523072 bytes (5.9 GB, 5.5 GiB) copied, 461 s, 12.9 MB/s
5964300288 bytes (6.0 GB, 5.6 GiB) copied, 463 s, 12.9 MB/s
5972688896 bytes (6.0 GB, 5.6 GiB) copied, 464 s, 12.9 MB/s
5981077504 bytes (6.0 GB, 5.6 GiB) copied, 465 s, 12.9 MB/s
5989466112 bytes (6.0 GB, 5.6 GiB) copied, 465 s, 12.9 MB/s
5997854720 bytes (6.0 GB, 5.6 GiB) copied, 466 s, 12.9 MB/s
6006243328 bytes (6.0 GB, 5.6 GiB) copied, 467 s, 12.9 MB/s
6023020544 bytes (6.0 GB, 5.6 GiB) copied, 469 s, 12.8 MB/s
6031409152 bytes (6.0 GB, 5.6 GiB) copied, 470 s, 12.8 MB/s
6039797760 bytes (6.0 GB, 5.6 GiB) copied, 471 s, 12.8 MB/s
6048186368 bytes (6.0 GB, 5.6 GiB) copied, 471 s, 12.8 MB/s
6056574976 bytes (6.1 GB, 5.6 GiB) copied, 472 s, 12.8 MB/s
6064963584 bytes (6.1 GB, 5.6 GiB) copied, 473 s, 12.8 MB/s
6073352192 bytes (6.1 GB, 5.7 GiB) copied, 474 s, 12.8 MB/s
6090129408 bytes (6.1 GB, 5.7 GiB) copied, 476 s, 12.8 MB/s
6098518016 bytes (6.1 GB, 5.7 GiB) copied, 477 s, 12.8 MB/s
6106906624 bytes (6.1 GB, 5.7 GiB) copied, 477 s, 12.8 MB/s
6115295232 bytes (6.1 GB, 5.7 GiB) copied, 478 s, 12.8 MB/s
6123683840 bytes (6.1 GB, 5.7 GiB) copied, 479 s, 12.8 MB/s
6140461056 bytes (6.1 GB, 5.7 GiB) copied, 481 s, 12.8 MB/s
6148849664 bytes (6.1 GB, 5.7 GiB) copied, 481 s, 12.8 MB/s
6157238272 bytes (6.2 GB, 5.7 GiB) copied, 482 s, 12.8 MB/s
6165626880 bytes (6.2 GB, 5.7 GiB) copied, 483 s, 12.8 MB/s
6182404096 bytes (6.2 GB, 5.8 GiB) copied, 485 s, 12.8 MB/s
6190792704 bytes (6.2 GB, 5.8 GiB) copied, 486 s, 12.7 MB/s
6199181312 bytes (6.2 GB, 5.8 GiB) copied, 487 s, 12.7 MB/s
6207569920 bytes (6.2 GB, 5.8 GiB) copied, 487 s, 12.7 MB/s
6215958528 bytes (6.2 GB, 5.8 GiB) copied, 488 s, 12.7 MB/s
6224347136 bytes (6.2 GB, 5.8 GiB) copied, 489 s, 12.7 MB/s
6232735744 bytes (6.2 GB, 5.8 GiB) copied, 490 s, 12.7 MB/s
6249512960 bytes (6.2 GB, 5.8 GiB) copied, 492 s, 12.7 MB/s
6257901568 bytes (6.3 GB, 5.8 GiB) copied, 493 s, 12.7 MB/s
6266290176 bytes (6.3 GB, 5.8 GiB) copied, 493 s, 12.7 MB/s
6274678784 bytes (6.3 GB, 5.8 GiB) copied, 494 s, 12.7 MB/s
6283067392 bytes (6.3 GB, 5.9 GiB) copied, 495 s, 12.7 MB/s
6299844608 bytes (6.3 GB, 5.9 GiB) copied, 497 s, 12.7 MB/s
6308233216 bytes (6.3 GB, 5.9 GiB) copied, 498 s, 12.7 MB/s
6316621824 bytes (6.3 GB, 5.9 GiB) copied, 499 s, 12.7 MB/s
6325010432 bytes (6.3 GB, 5.9 GiB) copied, 499 s, 12.7 MB/s
6333399040 bytes (6.3 GB, 5.9 GiB) copied, 500 s, 12.7 MB/s
6350176256 bytes (6.4 GB, 5.9 GiB) copied, 502 s, 12.7 MB/s
6358564864 bytes (6.4 GB, 5.9 GiB) copied, 503 s, 12.7 MB/s
6366953472 bytes (6.4 GB, 5.9 GiB) copied, 503 s, 12.6 MB/s
6375342080 bytes (6.4 GB, 5.9 GiB) copied, 504 s, 12.6 MB/s
6383730688 bytes (6.4 GB, 5.9 GiB) copied, 505 s, 12.6 MB/s
6392119296 bytes (6.4 GB, 6.0 GiB) copied, 506 s, 12.6 MB/s
6408896512 bytes (6.4 GB, 6.0 GiB) copied, 508 s, 12.6 MB/s
6417285120 bytes (6.4 GB, 6.0 GiB) copied, 509 s, 12.6 MB/s
6425673728 bytes (6.4 GB, 6.0 GiB) copied, 509 s, 12.6 MB/s
6434062336 bytes (6.4 GB, 6.0 GiB) copied, 510 s, 12.6 MB/s
6442450944 bytes (6.4 GB, 6.0 GiB) copied, 511 s, 12.6 MB/s
6450839552 bytes (6.5 GB, 6.0 GiB) copied, 512 s, 12.6 MB/s
6467616768 bytes (6.5 GB, 6.0 GiB) copied, 514 s, 12.6 MB/s
6476005376 bytes (6.5 GB, 6.0 GiB) copied, 515 s, 12.6 MB/s
6484393984 bytes (6.5 GB, 6.0 GiB) copied, 516 s, 12.6 MB/s
6492782592 bytes (6.5 GB, 6.0 GiB) copied, 516 s, 12.6 MB/s
6501171200 bytes (6.5 GB, 6.1 GiB) copied, 517 s, 12.6 MB/s
6509559808 bytes (6.5 GB, 6.1 GiB) copied, 518 s, 12.6 MB/s
6526337024 bytes (6.5 GB, 6.1 GiB) copied, 520 s, 12.6 MB/s
6534725632 bytes (6.5 GB, 6.1 GiB) copied, 520 s, 12.6 MB/s
6543114240 bytes (6.5 GB, 6.1 GiB) copied, 521 s, 12.6 MB/s
6551502848 bytes (6.6 GB, 6.1 GiB) copied, 522 s, 12.5 MB/s
6568280064 bytes (6.6 GB, 6.1 GiB) copied, 524 s, 12.5 MB/s
6576668672 bytes (6.6 GB, 6.1 GiB) copied, 525 s, 12.5 MB/s
6585057280 bytes (6.6 GB, 6.1 GiB) copied, 526 s, 12.5 MB/s
6593445888 bytes (6.6 GB, 6.1 GiB) copied, 526 s, 12.5 MB/s
6601834496 bytes (6.6 GB, 6.1 GiB) copied, 527 s, 12.5 MB/s
6610223104 bytes (6.6 GB, 6.2 GiB) copied, 528 s, 12.5 MB/s
6618611712 bytes (6.6 GB, 6.2 GiB) copied, 529 s, 12.5 MB/s
6635388928 bytes (6.6 GB, 6.2 GiB) copied, 531 s, 12.5 MB/s
6643777536 bytes (6.6 GB, 6.2 GiB) copied, 532 s, 12.5 MB/s
6652166144 bytes (6.7 GB, 6.2 GiB) copied, 532 s, 12.5 MB/s
6660554752 bytes (6.7 GB, 6.2 GiB) copied, 533 s, 12.5 MB/s
6668943360 bytes (6.7 GB, 6.2 GiB) copied, 534 s, 12.5 MB/s
6685720576 bytes (6.7 GB, 6.2 GiB) copied, 536 s, 12.5 MB/s
6694109184 bytes (6.7 GB, 6.2 GiB) copied, 537 s, 12.5 MB/s
6702497792 bytes (6.7 GB, 6.2 GiB) copied, 537 s, 12.5 MB/s
6710886400 bytes (6.7 GB, 6.2 GiB) copied, 538 s, 12.5 MB/s
6719275008 bytes (6.7 GB, 6.3 GiB) copied, 539 s, 12.5 MB/s
6727663616 bytes (6.7 GB, 6.3 GiB) copied, 540 s, 12.5 MB/s
6744440832 bytes (6.7 GB, 6.3 GiB) copied, 542 s, 12.4 MB/s
6752829440 bytes (6.8 GB, 6.3 GiB) copied, 543 s, 12.4 MB/s
6761218048 bytes (6.8 GB, 6.3 GiB) copied, 543 s, 12.4 MB/s
6769606656 bytes (6.8 GB, 6.3 GiB) copied, 544 s, 12.4 MB/s
6786383872 bytes (6.8 GB, 6.3 GiB) copied, 546 s, 12.4 MB/s
6794772480 bytes (6.8 GB, 6.3 GiB) copied, 547 s, 12.4 MB/s
6803161088 bytes (6.8 GB, 6.3 GiB) copied, 548 s, 12.4 MB/s
6811549696 bytes (6.8 GB, 6.3 GiB) copied, 548 s, 12.4 MB/s
6819938304 bytes (6.8 GB, 6.4 GiB) copied, 549 s, 12.4 MB/s
6828326912 bytes (6.8 GB, 6.4 GiB) copied, 550 s, 12.4 MB/s
6845104128 bytes (6.8 GB, 6.4 GiB) copied, 552 s, 12.4 MB/s
6853492736 bytes (6.9 GB, 6.4 GiB) copied, 553 s, 12.4 MB/s
6861881344 bytes (6.9 GB, 6.4 GiB) copied, 554 s, 12.4 MB/s
6870269952 bytes (6.9 GB, 6.4 GiB) copied, 554 s, 12.4 MB/s
6878658560 bytes (6.9 GB, 6.4 GiB) copied, 555 s, 12.4 MB/s
6887047168 bytes (6.9 GB, 6.4 GiB) copied, 556 s, 12.4 MB/s
6903824384 bytes (6.9 GB, 6.4 GiB) copied, 558 s, 12.4 MB/s
6912212992 bytes (6.9 GB, 6.4 GiB) copied, 559 s, 12.4 MB/s
6920601600 bytes (6.9 GB, 6.4 GiB) copied, 560 s, 12.4 MB/s
6928990208 bytes (6.9 GB, 6.5 GiB) copied, 560 s, 12.4 MB/s
6937378816 bytes (6.9 GB, 6.5 GiB) copied, 561 s, 12.4 MB/s
6945767424 bytes (6.9 GB, 6.5 GiB) copied, 562 s, 12.4 MB/s
6962544640 bytes (7.0 GB, 6.5 GiB) copied, 564 s, 12.3 MB/s
6970933248 bytes (7.0 GB, 6.5 GiB) copied, 565 s, 12.3 MB/s
6979321856 bytes (7.0 GB, 6.5 GiB) copied, 565 s, 12.3 MB/s
6987710464 bytes (7.0 GB, 6.5 GiB) copied, 566 s, 12.3 MB/s
6996099072 bytes (7.0 GB, 6.5 GiB) copied, 567 s, 12.3 MB/s
7004487680 bytes (7.0 GB, 6.5 GiB) copied, 568 s, 12.3 MB/s
7021264896 bytes (7.0 GB, 6.5 GiB) copied, 570 s, 12.3 MB/s
7029653504 bytes (7.0 GB, 6.5 GiB) copied, 571 s, 12.3 MB/s
7038042112 bytes (7.0 GB, 6.6 GiB) copied, 572 s, 12.3 MB/s
7046430720 bytes (7.0 GB, 6.6 GiB) copied, 572 s, 12.3 MB/s
7054819328 bytes (7.1 GB, 6.6 GiB) copied, 573 s, 12.3 MB/s
7063207936 bytes (7.1 GB, 6.6 GiB) copied, 574 s, 12.3 MB/s
7079985152 bytes (7.1 GB, 6.6 GiB) copied, 576 s, 12.3 MB/s
7088373760 bytes (7.1 GB, 6.6 GiB) copied, 577 s, 12.3 MB/s
7096762368 bytes (7.1 GB, 6.6 GiB) copied, 578 s, 12.3 MB/s
7105150976 bytes (7.1 GB, 6.6 GiB) copied, 578 s, 12.3 MB/s
7113539584 bytes (7.1 GB, 6.6 GiB) copied, 579 s, 12.3 MB/s
7121928192 bytes (7.1 GB, 6.6 GiB) copied, 580 s, 12.3 MB/s
7138705408 bytes (7.1 GB, 6.6 GiB) copied, 582 s, 12.3 MB/s
7147094016 bytes (7.1 GB, 6.7 GiB) copied, 583 s, 12.3 MB/s
7155482624 bytes (7.2 GB, 6.7 GiB) copied, 583 s, 12.3 MB/s
7163871232 bytes (7.2 GB, 6.7 GiB) copied, 584 s, 12.3 MB/s
7172259840 bytes (7.2 GB, 6.7 GiB) copied, 585 s, 12.3 MB/s
7189037056 bytes (7.2 GB, 6.7 GiB) copied, 587 s, 12.3 MB/s
7197425664 bytes (7.2 GB, 6.7 GiB) copied, 588 s, 12.2 MB/s
7205814272 bytes (7.2 GB, 6.7 GiB) copied, 589 s, 12.2 MB/s
7214202880 bytes (7.2 GB, 6.7 GiB) copied, 589 s, 12.2 MB/s
7222591488 bytes (7.2 GB, 6.7 GiB) copied, 590 s, 12.2 MB/s
7239368704 bytes (7.2 GB, 6.7 GiB) copied, 592 s, 12.2 MB/s
7247757312 bytes (7.2 GB, 6.8 GiB) copied, 593 s, 12.2 MB/s
7256145920 bytes (7.3 GB, 6.8 GiB) copied, 594 s, 12.2 MB/s
7264534528 bytes (7.3 GB, 6.8 GiB) copied, 594 s, 12.2 MB/s
7272923136 bytes (7.3 GB, 6.8 GiB) copied, 595 s, 12.2 MB/s
7281311744 bytes (7.3 GB, 6.8 GiB) copied, 596 s, 12.2 MB/s
7298088960 bytes (7.3 GB, 6.8 GiB) copied, 598 s, 12.2 MB/s
7306477568 bytes (7.3 GB, 6.8 GiB) copied, 599 s, 12.2 MB/s
7314866176 bytes (7.3 GB, 6.8 GiB) copied, 599 s, 12.2 MB/s
7323254784 bytes (7.3 GB, 6.8 GiB) copied, 600 s, 12.2 MB/s
7331643392 bytes (7.3 GB, 6.8 GiB) copied, 601 s, 12.2 MB/s
7348420608 bytes (7.3 GB, 6.8 GiB) copied, 603 s, 12.2 MB/s
7356809216 bytes (7.4 GB, 6.9 GiB) copied, 604 s, 12.2 MB/s
7365197824 bytes (7.4 GB, 6.9 GiB) copied, 604 s, 12.2 MB/s
7373586432 bytes (7.4 GB, 6.9 GiB) copied, 605 s, 12.2 MB/s
7381975040 bytes (7.4 GB, 6.9 GiB) copied, 606 s, 12.2 MB/s
7390363648 bytes (7.4 GB, 6.9 GiB) copied, 607 s, 12.2 MB/s
7407140864 bytes (7.4 GB, 6.9 GiB) copied, 609 s, 12.2 MB/s
7415529472 bytes (7.4 GB, 6.9 GiB) copied, 609 s, 12.2 MB/s
7423918080 bytes (7.4 GB, 6.9 GiB) copied, 610 s, 12.2 MB/s
7440695296 bytes (7.4 GB, 6.9 GiB) copied, 612 s, 12.2 MB/s
7449083904 bytes (7.4 GB, 6.9 GiB) copied, 613 s, 12.2 MB/s
7457472512 bytes (7.5 GB, 6.9 GiB) copied, 613 s, 12.2 MB/s
7465861120 bytes (7.5 GB, 7.0 GiB) copied, 614 s, 12.2 MB/s
7474249728 bytes (7.5 GB, 7.0 GiB) copied, 615 s, 12.2 MB/s
7491026944 bytes (7.5 GB, 7.0 GiB) copied, 617 s, 12.1 MB/s
7499415552 bytes (7.5 GB, 7.0 GiB) copied, 618 s, 12.1 MB/s
7507804160 bytes (7.5 GB, 7.0 GiB) copied, 619 s, 12.1 MB/s
7516192768 bytes (7.5 GB, 7.0 GiB) copied, 619 s, 12.1 MB/s
7524581376 bytes (7.5 GB, 7.0 GiB) copied, 620 s, 12.1 MB/s
7532969984 bytes (7.5 GB, 7.0 GiB) copied, 621 s, 12.1 MB/s
7549747200 bytes (7.5 GB, 7.0 GiB) copied, 623 s, 12.1 MB/s
7558135808 bytes (7.6 GB, 7.0 GiB) copied, 624 s, 12.1 MB/s
7566524416 bytes (7.6 GB, 7.0 GiB) copied, 624 s, 12.1 MB/s
7574913024 bytes (7.6 GB, 7.1 GiB) copied, 625 s, 12.1 MB/s
7583301632 bytes (7.6 GB, 7.1 GiB) copied, 626 s, 12.1 MB/s
7600078848 bytes (7.6 GB, 7.1 GiB) copied, 628 s, 12.1 MB/s
7608467456 bytes (7.6 GB, 7.1 GiB) copied, 629 s, 12.1 MB/s
7616856064 bytes (7.6 GB, 7.1 GiB) copied, 630 s, 12.1 MB/s
7625244672 bytes (7.6 GB, 7.1 GiB) copied, 630 s, 12.1 MB/s
7633633280 bytes (7.6 GB, 7.1 GiB) copied, 631 s, 12.1 MB/s
7642021888 bytes (7.6 GB, 7.1 GiB) copied, 632 s, 12.1 MB/s
7658799104 bytes (7.7 GB, 7.1 GiB) copied, 634 s, 12.1 MB/s
7667187712 bytes (7.7 GB, 7.1 GiB) copied, 634 s, 12.1 MB/s
7675576320 bytes (7.7 GB, 7.1 GiB) copied, 635 s, 12.1 MB/s
7683964928 bytes (7.7 GB, 7.2 GiB) copied, 636 s, 12.1 MB/s
7692353536 bytes (7.7 GB, 7.2 GiB) copied, 637 s, 12.1 MB/s
7709130752 bytes (7.7 GB, 7.2 GiB) copied, 639 s, 12.1 MB/s
7717519360 bytes (7.7 GB, 7.2 GiB) copied, 640 s, 12.1 MB/s
7725907968 bytes (7.7 GB, 7.2 GiB) copied, 640 s, 12.1 MB/s
7734296576 bytes (7.7 GB, 7.2 GiB) copied, 641 s, 12.1 MB/s
7742685184 bytes (7.7 GB, 7.2 GiB) copied, 642 s, 12.1 MB/s
7751073792 bytes (7.8 GB, 7.2 GiB) copied, 643 s, 12.1 MB/s
7767851008 bytes (7.8 GB, 7.2 GiB) copied, 645 s, 12.0 MB/s
7776239616 bytes (7.8 GB, 7.2 GiB) copied, 646 s, 12.0 MB/s
7784628224 bytes (7.8 GB, 7.2 GiB) copied, 647 s, 12.0 MB/s
7793016832 bytes (7.8 GB, 7.3 GiB) copied, 647 s, 12.0 MB/s
7801405440 bytes (7.8 GB, 7.3 GiB) copied, 648 s, 12.0 MB/s
7809794048 bytes (7.8 GB, 7.3 GiB) copied, 649 s, 12.0 MB/s
7826571264 bytes (7.8 GB, 7.3 GiB) copied, 651 s, 12.0 MB/s
7834959872 bytes (7.8 GB, 7.3 GiB) copied, 652 s, 12.0 MB/s
7843348480 bytes (7.8 GB, 7.3 GiB) copied, 653 s, 12.0 MB/s
7851737088 bytes (7.9 GB, 7.3 GiB) copied, 653 s, 12.0 MB/s
7860125696 bytes (7.9 GB, 7.3 GiB) copied, 654 s, 12.0 MB/s
7868514304 bytes (7.9 GB, 7.3 GiB) copied, 655 s, 12.0 MB/s
7876902912 bytes (7.9 GB, 7.3 GiB) copied, 656 s, 12.0 MB/s
7893680128 bytes (7.9 GB, 7.4 GiB) copied, 658 s, 12.0 MB/s
7902068736 bytes (7.9 GB, 7.4 GiB) copied, 659 s, 12.0 MB/s
7910457344 bytes (7.9 GB, 7.4 GiB) copied, 659 s, 12.0 MB/s
7918845952 bytes (7.9 GB, 7.4 GiB) copied, 660 s, 12.0 MB/s
7927234560 bytes (7.9 GB, 7.4 GiB) copied, 661 s, 12.0 MB/s
